mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_min_child_weight,param_n_estimators,param_objective,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
150.76710271835327,4.947327642474455,0.5087544123331705,0.19841801806738482,4,0.4,1,100,multi:softmax,1,1,"{'gamma': 4, 'learning_rate': 0.4, 'min_child_weight': 1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 1}",0.8422222222222222,0.8386531986531987,0.8336026936026936,0.8381593714927048,0.0035361907333597807,34,0.8474747474747475,0.8486195286195286,0.8514814814814815,0.8491919191919193,0.0016850722191646913
231.3035833040873,1.1210232844222876,0.6428237756093343,0.21708719401814539,4,0.4,1,150,multi:softmax,1,0.8,"{'gamma': 4, 'learning_rate': 0.4, 'min_child_weight': 1, 'n_estimators': 150, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 0.8}",0.8501010101010101,0.8446464646464646,0.8395286195286196,0.8447586980920314,0.004316889919337846,19,0.8618181818181818,0.8646464646464647,0.8642424242424243,0.8635690235690235,0.0012489721879455574
167.28394468625388,16.421025076252665,0.634382963180542,0.1997336814558353,4,0.4,1,150,multi:softmax,1,0.9,"{'gamma': 4, 'learning_rate': 0.4, 'min_child_weight': 1, 'n_estimators': 150, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 0.9}",0.849023569023569,0.8444444444444444,0.8410774410774411,0.8448484848484848,0.003256549689485447,17,0.8575084175084176,0.8620538720538721,0.8624242424242424,0.860662177328844,0.002235165065718763
198.76691126823425,27.563060432929877,0.9887103239695231,0.45363674174377877,4,0.4,1,150,multi:softmax,1,1,"{'gamma': 4, 'learning_rate': 0.4, 'min_child_weight': 1, 'n_estimators': 150, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 1}",0.8422222222222222,0.8386531986531987,0.8336026936026936,0.8381593714927048,0.0035361907333597807,34,0.8474747474747475,0.8486195286195286,0.8514814814814815,0.8491919191919193,0.0016850722191646913
308.5509991645813,17.26526628772031,0.8197316328684489,0.2894596600323729,4,0.4,1,250,multi:softmax,1,0.8,"{'gamma': 4, 'learning_rate': 0.4, 'min_child_weight': 1, 'n_estimators': 250, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 0.8}",0.8525925925925926,0.8464646464646465,0.8406060606060606,0.8465544332210998,0.00489389303195077,3,0.8673063973063974,0.8675084175084176,0.8691582491582491,0.8679910213243547,0.000829465150029227
247.62417586644492,13.68271884451783,0.5887962977091471,0.05259715421321581,4,0.4,1,250,multi:softmax,1,0.9,"{'gamma': 4, 'learning_rate': 0.4, 'min_child_weight': 1, 'n_estimators': 250, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 0.9}",0.8491582491582491,0.8455892255892256,0.8412121212121212,0.8453198653198654,0.003249579824130208,13,0.8607744107744107,0.8657912457912458,0.8658922558922559,0.8641526374859708,0.002389122927791704
230.49090131123862,3.0950100926405466,0.4298812548319499,0.0313315551747315,4,0.4,1,250,multi:softmax,1,1,"{'gamma': 4, 'learning_rate': 0.4, 'min_child_weight': 1, 'n_estimators': 250, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 1}",0.8422222222222222,0.8386531986531987,0.8336026936026936,0.8381593714927048,0.0035361907333597807,34,0.8474747474747475,0.8486195286195286,0.8514814814814815,0.8491919191919193,0.0016850722191646913
90.15365831057231,1.0740759861694924,0.4074060122172038,0.0061661535552653395,4,0.5,1,100,multi:softmax,1,0.8,"{'gamma': 4, 'learning_rate': 0.5, 'min_child_weight': 1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 0.8}",0.8496296296296296,0.8461279461279462,0.8412121212121212,0.8456565656565657,0.0034525605619892727,8,0.8620538720538721,0.8622558922558923,0.8639393939393939,0.862749719416386,0.0008452601743551999
92.69205665588379,1.1367083064269328,0.3966813882191976,0.022844744734780653,4,0.5,1,100,multi:softmax,1,0.9,"{'gamma': 4, 'learning_rate': 0.5, 'min_child_weight': 1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 0.9}",0.8482828282828283,0.846936026936027,0.8392592592592593,0.8448260381593715,0.003974522106198239,18,0.8596632996632997,0.8608417508417509,0.8606734006734007,0.8603928170594838,0.0005204050783106436
92.8183262348175,0.5154137530598444,0.36784736315409344,0.036031384279075186,4,0.5,1,100,multi:softmax,1,1,"{'gamma': 4, 'learning_rate': 0.5, 'min_child_weight': 1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 1}",0.843030303030303,0.8414141414141414,0.8352188552188552,0.8398877665544332,0.0033667040645122695,28,0.8494612794612795,0.8486868686868687,0.8505723905723905,0.8495735129068462,0.0007738412649130245
140.29339655240378,0.6429006629206795,0.5032597382863363,0.056848231321466235,4,0.5,1,150,multi:softmax,1,0.8,"{'gamma': 4, 'learning_rate': 0.5, 'min_child_weight': 1, 'n_estimators': 150, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 0.8}",0.8493602693602693,0.8472053872053872,0.8397306397306398,0.8454320987654321,0.004126407284746912,10,0.8646127946127946,0.8676430976430977,0.8681818181818182,0.8668125701459034,0.0015709475382197696
138.63733291625977,1.9040684483492643,0.41619594891866046,0.020802555146900645,4,0.5,1,150,multi:softmax,1,0.9,"{'gamma': 4, 'learning_rate': 0.5, 'min_child_weight': 1, 'n_estimators': 150, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 0.9}",0.8482828282828283,0.8483501683501683,0.8404040404040404,0.8456790123456791,0.003730069741079323,7,0.8630976430976431,0.8652188552188552,0.862996632996633,0.8637710437710439,0.0010245874784311688
136.19328363736471,0.44043349261396414,0.34574294090270996,0.00999056540118775,4,0.5,1,150,multi:softmax,1,1,"{'gamma': 4, 'learning_rate': 0.5, 'min_child_weight': 1, 'n_estimators': 150, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 1}",0.843030303030303,0.8414141414141414,0.8352188552188552,0.8398877665544332,0.0033667040645122695,28,0.8494612794612795,0.8486868686868687,0.8505723905723905,0.8495735129068462,0.0007738412649130245
224.70032970110574,0.9154261704841655,0.515514612197876,0.03541724084340144,4,0.5,1,250,multi:softmax,1,0.8,"{'gamma': 4, 'learning_rate': 0.5, 'min_child_weight': 1, 'n_estimators': 250, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 0.8}",0.851986531986532,0.8493602693602693,0.8413468013468014,0.8475645342312009,0.00452544403065107,1,0.8678114478114478,0.8705723905723906,0.8725925925925926,0.8703254769921437,0.001959687235530156
225.48507738113403,0.39185462468113447,0.5311745802561442,0.07862959027264976,4,0.5,1,250,multi:softmax,1,0.9,"{'gamma': 4, 'learning_rate': 0.5, 'min_child_weight': 1, 'n_estimators': 250, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 0.9}",0.8493602693602693,0.8476767676767677,0.8420875420875421,0.846374859708193,0.003108522024461805,5,0.8647811447811448,0.8678114478114478,0.8679124579124579,0.8668350168350168,0.001452892189251943
226.2614406744639,1.5708424111002635,0.3899424076080322,0.012296009457654791,4,0.5,1,250,multi:softmax,1,1,"{'gamma': 4, 'learning_rate': 0.5, 'min_child_weight': 1, 'n_estimators': 250, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 1}",0.843030303030303,0.8414141414141414,0.8352188552188552,0.8398877665544332,0.0033667040645122695,28,0.8494612794612795,0.8486868686868687,0.8505723905723905,0.8495735129068462,0.0007738412649130245
90.11566440264384,2.093472353152731,0.371820608774821,0.005064419381228733,4,0.6,1,100,multi:softmax,1,0.8,"{'gamma': 4, 'learning_rate': 0.6, 'min_child_weight': 1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 0.8}",0.8494276094276094,0.8457239057239058,0.8402020202020202,0.8451178451178452,0.003790633740637666,14,0.864006734006734,0.8645454545454545,0.8656902356902357,0.8647474747474747,0.0007019751187929265
92.76360734303792,2.4606706270055576,0.3697647253672282,0.00462303464953229,4,0.6,1,100,multi:softmax,1,0.9,"{'gamma': 4, 'learning_rate': 0.6, 'min_child_weight': 1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 0.9}",0.8488215488215488,0.8463973063973064,0.83993265993266,0.845050505050505,0.003751754418096706,15,0.8617171717171718,0.8595622895622895,0.8636026936026936,0.8616273849607183,0.0016507094330729848
89.38114364941914,0.20239255318696725,0.3188643455505371,0.0028469675839515474,4,0.6,1,100,multi:softmax,1,1,"{'gamma': 4, 'learning_rate': 0.6, 'min_child_weight': 1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 1}",0.8439057239057239,0.8414141414141414,0.8366329966329966,0.8406509539842872,0.0030177234008087832,25,0.8518181818181818,0.8497979797979798,0.8523232323232324,0.8513131313131312,0.0010910337876107751
131.69187903404236,0.22518558847113504,0.413132905960083,0.015210082751961932,4,0.6,1,150,multi:softmax,1,0.8,"{'gamma': 4, 'learning_rate': 0.6, 'min_child_weight': 1, 'n_estimators': 150, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 0.8}",0.8503030303030303,0.8463973063973064,0.8395959595959596,0.8454320987654321,0.00442410519096043,10,0.8655218855218855,0.8682828282828283,0.8694612794612795,0.8677553310886644,0.0016509383432504216
133.98853810628256,0.7863720741279041,0.37938888867696124,0.008403237207566779,4,0.6,1,150,multi:softmax,1,0.9,"{'gamma': 4, 'learning_rate': 0.6, 'min_child_weight': 1, 'n_estimators': 150, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 0.9}",0.8494276094276094,0.8464646464646465,0.8391919191919192,0.8450280583613917,0.004300401352126811,16,0.8646464646464647,0.8638047138047138,0.866902356902357,0.8651178451178452,0.0013077965824732907
135.85047642389932,0.2608064498330037,0.3658810456593831,0.03924985779549429,4,0.6,1,150,multi:softmax,1,1,"{'gamma': 4, 'learning_rate': 0.6, 'min_child_weight': 1, 'n_estimators': 150, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 1}",0.8439057239057239,0.8414141414141414,0.8366329966329966,0.8406509539842872,0.0030177234008087832,25,0.8518181818181818,0.8497979797979798,0.8523232323232324,0.8513131313131312,0.0010910337876107751
223.33379244804382,0.613568989225205,0.5600549379984537,0.019158968196535626,4,0.6,1,250,multi:softmax,1,0.8,"{'gamma': 4, 'learning_rate': 0.6, 'min_child_weight': 1, 'n_estimators': 250, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 0.8}",0.8505723905723905,0.8460606060606061,0.8394612794612795,0.845364758698092,0.004562700238148626,12,0.8716835016835017,0.8713131313131313,0.8732323232323232,0.8720763187429855,0.000831285485393561
223.64778097470602,0.47443363500818847,0.46031467119852704,0.02162921551057936,4,0.6,1,250,multi:softmax,1,0.9,"{'gamma': 4, 'learning_rate': 0.6, 'min_child_weight': 1, 'n_estimators': 250, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 0.9}",0.8513131313131314,0.8479461279461279,0.8402693602693603,0.8465095398428731,0.004621620116410757,4,0.8662962962962963,0.8676767676767677,0.8703367003367003,0.8681032547699213,0.0016768292763224676
179.0867647329966,35.33941359697021,0.2722610632578532,0.03694274031813244,4,0.6,1,250,multi:softmax,1,1,"{'gamma': 4, 'learning_rate': 0.6, 'min_child_weight': 1, 'n_estimators': 250, 'objective': 'multi:softmax', 'reg_lambda': 1, 'subsample': 1}",0.8439057239057239,0.8414141414141414,0.8366329966329966,0.8406509539842872,0.0030177234008087832,25,0.8518181818181818,0.8497979797979798,0.8523232323232324,0.8513131313131312,0.0010910337876107751
